商品名,カテゴリ,色,スパーク,ボディ,メーカー,産地,地名,容量,価格,小売価格,コメント,味わい,画像
ラミニスタ　キリ・ヤーニ2013,ワイン,,,,,ギリシャ,ノーザン・グリース,750,6027,6630 ,固有品種クシノマヴロの魅力を余すところなく捕らえた1本。,フルボディ赤,
ラルモニア　ポップビアンコ　２１,ワイン,,,,,イタリア,ヴェネト州,750,2618,2880 ,辛口白花や柑橘系、石灰やミネラルなどのシャープでドライな風味,マンツォーニドゥレッラ,
ラルモニア　ポップフリッツイ　２１,ワイン,,,,,イタリア,ヴェネト州,750,3063,3369 ,グレープフルーツ酸とミネラル感毎日でも飲みたい微発泡ワイン。,ピノ・ネロ主体,
レ・カニエッテ　パッセリーナ・ルクレッツィ２４,ワイン,,,,,イタリア,マルケ州,750,2254,2479 ,桃やミネラルの香り、口に含むと軽快でフレッシュ,辛口白ワイン,
ルフレーヴ　ムルソー　1ER　スー　ル　ド　ダン,ワイン,,,,,フランス,ブルゴーニュ,750,37800,41580 ,ハニーテイストでリッチな仕上がり。,ピュリニーの大御所,
シャトーメルシャン　　　　　アンサンブル萌黄,ワイン,,,,シャトーメルシャン,山梨県,,750,1636,1800 ,グレープフルーツやユズなどの柑橘系の香り。,すっきり辛口白,
Ｅ・ギガル　クローズ　エルミタージュ　赤　2020,ワイン,,,,,フランス,コート・デュ・ローヌ,750,3418,3760 ,チェリーやイチゴのアロマ力強い味わいとキメ細かなタンニン。,ミディアム赤,
マルカート　ジャンニテッサーリ　シャルドネ,ワイン,,,,,イタリア,ヴェネト州,750,2254,2479 ,レモンやグレープフルーツなどの柑橘系の香りと心地よい樽香が広がます。,辛口白ワイン,
トーマスワインズ・ブラエモワセミヨン2023,ワイン,,,,,オーストラリア,ハンターヴァレー,750,4327,4760 ,ュアな果実味としっかりと感じられる酸味、存在感の高いミネラル感！,スッキリ辛口白,
クラウディーベイ　　　　　　　　ピノノワール,ワイン,,,,,ニュージーランド,マーティンボロ,750,4872,5359 ,繊細な骨格となめらかなタンニンが深い味わいのピノノワール。,エレガント,
イナマ　　　　　　　　　　　カルメネーレ・ピゥ２２,ワイン,,,,,イタリア,ヴェネト,750,3427,3770 ,ベリーやカカオ、黒コショウの香り。酸とタンニンのバランス,カルメ 85% メル 15％,
サン・レオナルド　テッレ・ディ・サン・レオナルド,ワイン,,,,,イタリア,トスカーナ,750,3150,3465 ,赤い果実やスパイス。エレガントな余韻が長く続きます。,CS50%ME40％KM10％,
ルフレーヴ　マコン　ヴェルゼ　2021,ワイン,,,,,ブルゴーニュ,フランス,750,6400,7040 ,今なお頂点に君臨しているドメーヌとして世界中のワインラヴァ―のあこがれ。,辛口白ワイン,
ラ・シャブリジェンヌ シャブリ ラ・ピエレレ2022,ワイン,,,,,フランス,シャブリ,750,3000,3300 ,シャブリ全体の1/4という最大生産量を誇りながら品質的にもトップメーカー,キリッとした酸味,
ルフレーヴ　マコン　ヴェルゼ　2022,ワイン,,,,,フランス,ブルゴーニュ,750,7290,8019 ,今なお頂点に君臨しているドメーヌとして世界中のワインラヴァ―のあこがれ。,辛口白ワイン,
ファルネーゼ・ピノグリージョ,ワイン,,,,,イタリア,アブルッツォ州,750,1709,1880 ,果実やハーブの複雑なアロマが感じられます。,辛口白ワイン,
ルフレーヴ　ピュリニー・Ｍ　1ER　ﾚ･ﾋﾟｭｾﾙ　2020,ワイン,,,,,フランス,ブルゴーニュ,750,81000,89100 ,バタールに隣接しながらリッチネスやパワフルさとは無縁のエレガンス。,ピュリニーの大御所,
エステザルグ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　キュベェ・デ・ガレ,ワイン,,,,,フランス,コートデュローヌ,750,1354,1489 ,地元子供が描いた収穫をラベルに　　　　　　　　　フレッシュな果実味が魅力。,グルナッシュ,
リネア・クラッシカ・モンテプルチャーノダブルッツォ,ワイン,,,,,イタリア,アブルッツォ,750,1663,1829 ,世界50カ国以上で人気を誇る定番ワイン。,ミディアムボディ赤,
ドゥラモット　B･d･B　　　　ブリュット　ＮＶ,ワイン,,,,,フランス,シャンパーニュ,750,11018,12120 ,フローラルな香りとシルクのような喉ごし。辛口シャンパーニュ。,シャルドネ100％,
レシュノーニュイサンジョルジュ　１ERクリュ2015,ワイン,,,,,フランス,ニュイサンジョルジュ,750,12427,13670 ,果実味豊かで丸いタンニン。若いうちから楽しめる心地よさが人気のワイン。,プルミエクリュ,
モンテヴェルティーネ　　　　　レ・ベルゴレトルテ2021,ワイン,,,,,イタリア,トスカーナ,750,34545,38000 ,毎年変わる女性のラベル！サンジョヴェーゼ100%スーパータスカン,フルボディ,
クネ・クリアンサ赤,ワイン,,,,,スペイン,リオハ,750,1400,1540 ,若々しいスパイスの香りとバランスの良い酸味が見事に調和しています。,ミディアムボディ,
シュテルンターラー　　　　　グリューワイン　,ワイン,,,,,ドイツ,ホットワイン,750,1527,1680 ,ドイツのトップブランドが手掛ける、温めて楽しめるホットワイン,温めてどうぞ！,
バター　シャルドネ　,ワイン,,,,,アメリカ,カリフォルニア,750,2700,2970 ,クリーミーでトロピカルなマンゴー等完熟したフルーツのニュアンス,ザ・カリフォルニア,
プピーユ　７５０　　２０１７,ワイン,,,,,ボルドー,フランス,750,4954,5449 ,あのペトリュスと競い合った話題のワイン!,フルボディ赤,
シャトーニコ,ワイン,,,,,フランス,ボルドー地方,750,1636,1800 ,つやのある口当たりでタンニンも滑らかなワインです。,フルボディ赤,
ヴァスマー　ヴァイザー　　　　ブルグンダーT,ワイン,,,,,ドイツ,バーデン,750,3000,3300 ,ほんのり感じる苦みと、フレッシュさと柔らかさのある果実味！,爽やかな酸,
ハインリッヒ　　　　　　　　　ネイキッドレッド,ワイン,,,,,オーストリア,ブルゲンラント州,750,3090,3399 ,オーストリアのナチュラルワインを牽引する名ワイナリー。,生き生きとした酸味,
オルキデア　シュールリー　　　ボデカイヌリエータ,ワイン,,,,,スペイン,ナバーラ,750,1718,1890 ,フローラルブーケに富んだ香り豊かなスペイン産ソーヴィニヨン・ブラン！,辛口白ワイン,
トーマスワインズ・シナジーセミヨン2024,ワイン,,,,,オーストラリア,ハンターヴァレー,750,2954,3249 ,シトラス系果実の凝縮感 オイリーなテクスチャー クリスピーで高め酸味,スッキリ辛口白,
紫藝醸造　翠翠（スズ）　白　2024,ワイン,,,,紫藝醸造,山梨県,,750,2000,2200 ,甲州主体に、デラウェア、シャルドネ少量ブレンド。,柑橘エレガント,
紫藝醸造　翠翠（スズ）　ロゼ　2024,ワイン,,,,紫藝醸造,山梨県,,750,2000,2200 ,ラズベリー、アセロラ、文旦やタイムの香り。度数も抑えめで酸高い,冷やしすぎずに,
ラ・パル　アルバリーニョ,ワイン,,,,,スペイン,リアス・バイシャス,750,2881,3169 ,レモン、白桃など爽やかな印象の香り。若干クリーミーなテクスチャー,ミディアム,
ガヤ・カ・マルカンダ　          マガーリ,ワイン,,,,,イタリア,トスカーナ,750,9000,9900 ,優美なスーパータスカン！エレガンスに満ちたボルドーブレンド。,フルボディ,
ゲルトステップ　ピノ・グリ,ワイン,,,,,ドイツ,ファルツ,750,2963,3259 ,メロン、洋ナシを思わせるような熟した果実のニュアンスを持つ、複雑な味わいのワイン。,辛口白ワイン,
ゲルトステップ　　　　　　　　ピノノワール・ロゼ,ワイン,,,,,ドイツ,ファルツ,750,2963,3259 ,フレッシュでフルーティ、イチゴやラズベリー、を思わせる香り、果実味が広がる。,すっきり辛口・ロゼ,
Ｍ＞シガラス　サントリーニ　アシルティコ　,ワイン,,,,,ギリシャ,サントリーニ島,750,5127,5640 ,生き生きとした酸と塩味は果実の風味を引き出すだけでなく、複雑味をもたらします。,辛口白ワイン,
Ｍ＞シガラス　サントリーニ　アシルティコ　バレル,ワイン,,,,,ギリシャ,サントリーニ島,750,6700,7370 ,グレープフルーツやドライハーブのアロマに、樽熟成由来のバニラ香が程よく溶け込む。,辛口白ワイン,
グリューナー・ヴェルトリーナー　オレンジコンタクト,ワイン,,,,,オーストリア,ヴァッハウ,750,2354,2589 ,オーストリアを代表するワイナリー。塩味、滋味深いオレンジ,無濾過,
E・ギガル　コートデュローヌ　ロゼ2021,ワイン,,,,,フランス,コートデュローヌ,750,2063,2269 ,ベリー系の果実味が豊かなワインで、まろやかできめ細やか。,フルーティー,
シャトー・フェリエール2021,ワイン,,,,,フランス,ｸﾞﾗﾝｸﾘｭ・ｸﾗｯｾ3級,750,8572,9429 ,フルボディで、素晴らしい凝縮感と、しっかりとしたフィニッシュ,フルボディ赤,
ロータリ　ブリュット,ワイン,,,,,イタリア,トレンティーノ,750,2254,2479 ,世界50ヶ国以上で愛される、高品質・瓶内二次醗酵スパークリングワイン,辛口スパークリング,
シャトーグランジャン白ヴィエイユ・ヴィーニュ,ワイン,,,,,フランス,ボルドー地方,750,1572,1729 ,白い花を想わせる香りがあり、フレッシュでフルーティー！,スッキリ辛口,
マルターティンガー・シュペートブルグンダー,ワイン,,,,,ドイツ,バーデン,750,6400,7040 ,上質なブルゴーニュを彷彿とさせるほど完成度の高いワイン。,ミディアム赤,
ﾄﾞﾒｰﾇﾊﾞｼｭﾚ ﾓﾉ　シャサーニュ・モンラッシェ22,ワイン,,,,,フランス,ブルゴーニュ,750,15454,16999 ,柑橘類や白い花の持ち、果実味が華やかな香りで繊細なワイン。,辛口白ワイン,
ﾄﾞﾒｰﾇﾊﾞｼｭﾚ ﾓﾉ　ピュリニーモンラッシェ2022,ワイン,,,,,フランス,ブルゴーニュ,750,16363,17999 ,上質なリンゴの香りと、最後に感じるミネラル感素晴らしい。,辛口白ワイン,
サンマルタン　ガリック　　　　ピクプール・ド・ピネ,ワイン,,,,,フランス,ラングドック,750,2727,3000 ,果実味とミネラル感 のバランスが取れた仕上がり！,塩味を感じるスッキリ,
フィリップパカレ・ムーランナヴァン2023,ワイン,,,,,フランス,ブルゴーニュ,750,10109,11120 ,自然な味わいを引き出しながらガメイのキャンディ要素は押さえめ,自然派ワインの巨匠,
セバスチャン・リフォー　　　　アクメニネ　2015,ワイン,,,,,ロワール,フランス,750,3981,4379 ,豊かなミネラル感と複雑性のある旨味を有した辛口のスタイルです。,自然派白ワイン,
シャトー・シャス・スプリーン　,ワイン,,,,,ボルドー,フランス,750,6481,7129 ,豊富なタンニンと濃厚な果実の味わいが魅力のバランスに優れた仕上がり。,フルボディ赤,
マイケルポザーンアナベラ　　カベルネソーヴィニョン2022,ワイン,,,,,アメリカ,カリフォルニア,750,3863,4249 ,試飲会で人気　オーパスワンの隣で造るワイン！,フルボディ赤,
サン・ルチアーノ　グイット,ワイン,,,,,イタリア,トスカーナ,750,1618,1780 ,甘酸っぱい柑橘果実のようなアロマが広がり、心地よい余韻が続きます。,微発泡白,
オノロ・ベラ,ワイン,,,,,スペイン,カラタユド,750,1618,1780 ,アカデミー賞受賞式後のパーティで供され一躍人気に！,フルボディ赤,
ジュオグラフィコ・タスカン・ヴァイブス・ヴェルメンティーノ,ワイン,,,,,イタリア,トスカーナ,750,1890,2079 ,生き生きとした柑橘系のアロマ、桃やハーブがアクセント,ヴェルメンティーノ,
ブノワ・シュヴォー/コトーデュジュノワブラン・カルケール,ワイン,,,,,フランス,ロワール,750,2527,2780 ,柑橘系の果実、パイナップルなどの果物のアロマが広がります。,ソーヴィニヨン・ブラン,
シャトー・ブルディコット・キュヴェ・レ・テール・ルージュ,ワイン,,,,,フランス,ボルドー,750,1718,1890 ,カシスやブルーベリーにスパイスのアロマ。バランスのよい口当たり,メルロー７５％,
レタデー/コスタセッカ・ウンブリア・ロッソ,ワイン,,,,,イタリア,ウンブリア,750,3236,3560 ,サンジョベーゼ、サグランティーノ他4種のハーモニー,若手醸造家！,
アビーズバインズ/カベルネ・フランゴールドキャップ２４,ワイン,,,,,長野県,立科町,750,4000,4400 ,スミレのブーケや、若飲みでも楽しめるチャーミングな酸が特徴です。,マロラクティック,
アビーズバインズ/カベルネ・フラングランレゼルバ２３,ワイン,,,,,長野県,立科町,750,6000,6600 ,フルボディ、黒鉛、赤い花のような香り、長期熟成の奥行きが期待,新樽20ヶ月熟成,
アビーズバインズ/ルージュ２４,ワイン,,,,,長野県,立科町,750,3000,3300 ,冷涼な気候と重粘土の土質で育ったブドウの個性を表現した,たれ,
アビーズバインズ　ピノノワール　ﾊﾞｰｶﾞﾝﾃﾞｨｷｬｯﾌﾟ2023,ワイン,,,,アビーズ バインズ,長野県,立科町,750,4000,4400 ,酸を残すべく９月頭に収穫。南仏、イタリアを思わせる,しっかりピノ ノワール！,
アビーズバインズ　カベルネ　　　　　フラン　金キャップ202,ワイン,,,,アビーズ バインズ,長野県,立科町,750,3500,3850 ,梗まで 完熟したので一緒に発酵。チャーミングな酸は健在,すみれのブーケ,
アビーズバインズ　ルージュ　　　　　スパークリング24,ワイン,,,,アビーズ バインズ,長野県,立科町,750,3000,3300 ,暑い季節冷やして微炭酸がおいしい！,PN45%CF45%SB10%,
ﾄﾞﾒｰﾇﾊﾞｼｭﾚ ﾓﾉ　ピュリニーモンラッシェｐｸﾘｭ ﾌｫﾗﾃｨｴｰﾙ,ワイン,,,,,フランス,ブルゴーニュ,750,35181,38699 ,調和が取れて洗練されたワイン、白い花の香りが現れます。,辛口白ワイン,
サンルチアーノ　トスカーナ　白,ワイン,,,,,イタリア,サン・ルチアーノ,750,1354,1489 ,フレッシュでフルーティな味わい。,辛口白ワイン,
アンタネ　アモーレ　エテルノ　オーガニックビアンコ,ワイン,,,,,イタリア,ヴェネト州,750,2200,2420 ,パイナップルや白桃、香水のような華やかなアロマ。,すっきり辛口白,
アンタネ　アモーレ　エテルノ　オーガニックロッソ,ワイン,,,,,イタリア,ヴェネト州,750,2200,2420 ,ベリーの甘いアロマ！まろやかな口当たり、フレッシュな果実味。,ミディアムボディ赤,
ムーラン・ド・ラ・ラギューヌ,ワイン,,,,,フランス,ボルドー,750,2500,2750 ,シャトーラ・ラギューヌの　　　　　セカンドラベル,オーメドック,
ヴァイン・イン・フレイム　シャルドネ,ワイン,,,,,ルーマニア,ムンテニア,750,1890,2079 ,まるでモンラッシェ！！厚みのある果実味としっかりとした樽感が感じられます。,辛口白ワイン,
サンテロ　ピノ・シャルドネ,ワイン,,,,,イタリア,ピエモンテ,750,1581,1739 ,きめ細かい泡に、まるでお花のような香りの辛口スパークリングワイン。,辛口スパークリング,
Ｍ＞シガラス　サントリーニ　アシルティコ　バレル,ワイン,,,,,ギリシャ,サントリーニ島,750,6172,6789 ,グレープフルーツやドライハーブのアロマに、樽熟成由来のバニラ香が程よく溶け込む。,辛口白ワイン,
グリーンホフ　リバーガーデン　ソーヴィニヨン・ブラン,ワイン,,,,,ネルソン,ニュージーランド,750,2609,2870 ,様々な果実味と魅力的なアロマと風味を持ちます。,スッキリ辛口白,
ベルンハルト　コッホ　ピノノワール　ヘレンブッケル　,ワイン,,,,,ドイツ,ファルツ,750,4954,5449 ,坂田千枝さんがドイツで造る、ブルゴーニュスタイル赤！,ピノノワール,
ロベルトサロット・ランゲ・ロザート・ロゼ,ワイン,,,,,イタリア,ピエモンテ,750,2527,2780 ,花やオレンジの香り、タンニンと酸は程よくバランスが取れています。,ネッビオーロ,
ファットリア・Ｐ　ファランギーナ　Ｖ・Ｔ・Ｒ,ワイン,,,,,イタリア,ファットリア パガーノ,750,1527,1680 ,ハーブの豊かなアロマ。繊細でエレガントな味わいをもっています。,ファランギーナ白,
キンタ・ダ・ハーザ　ヴィーニョヴェルデ　アルバリーニョ,ワイン,,,,,ポルトガル,ヴィーニョヴェルデ,750,1845,2030 ,白身のお肉料理、魚介料理など幅広いお料理と好相性です。,,
シャトー・ソシアンド　マレ2017,ワイン,,,,,ボルドー,フランス,750,6209,6830 ,メドックのクリュ・ブルジョワ・クラスの最高峰。,フルボディ赤,
勝沼　アルガブランカ　クラレーザ　白　７５０,ワイン,,,,勝沼醸造,山梨県,,750,2000,2200 ,和食と相性の良い甲州種から造られた日本が世界に誇る辛口の白ワイン。,辛口白ワイン,
フィリップパカレ・ジュヴレ・シャンベルタン2023,ワイン,,,,,フランス,ブルゴーニュ,750,16963,18659 ,フローラルな香りが優しく広がる、奥行きのある味わい。,自然派ワインの巨匠,
フィリップパカレ・ムルソー2023,ワイン,,,,,フランス,ブルゴーニュ,750,22281,24509 ,凝縮した果実のリッチな旨み、豊かなミネラルが魅力。,自然派ワインの巨匠,
デリンクエンテ　タフナッツ,ワイン,,,,,オーストラリア,,750,2436,2680 ,クリスピーでフレッシュ、かつ旨みがありながらドライ。,ペットナット白,
デリンクエンテ　ウィーピングファン,ワイン,,,,,オーストラリア,,750,2436,2680 ,クリーミーな泡立ちとピンクグレープフルーツのような甘さとほろ苦さ。,ペットナット・ロゼ,
AWA>ブリュンデルマイヤー　グリューナー・Ｖ　ｶﾝﾌﾟﾀﾙ22,ワイン,,,,,オーストリア,カンプタール,750,3236,3560 ,ピチピチと弾けるような快活なスタイルで極めて高い純度と透明感が感じられる。,辛口白ワイン,
AWA>アラホン　アキラT-FX-T　2019,ワイン,,,,,オーストリア,プルゲンランド,750,3054,3359 ,ラズベリーの熟した甘い香りが漂います。フレッシュな酸と果実味のバランスが絶妙,ミディアム赤,
デリンクエンテ　ロコ・イル・バガボンド,ワイン,,,,,オーストラリア,,750,2345,2580 ,爆発的な赤～黒果実の凝縮したアロマに、しかし冷やしても美味しい。,赤ワイン,
デリンクエンテ　スクリーミングペティ,ワイン,,,,,オーストラリア,,750,2163,2379 ,柑橘系果実の完熟かつ活き活きした酸と、ミネラルと果実味が心地よい。,白ワイン,
クリスタルム　ジ　アグネス　シャルドネ　２４,ワイン,,,,,南アフリカ,ウォーカーベイ,750,5218,5740 ,余韻は長く果実の旨味と共にアミノ酸を意識する旨味,辛口白ワイン,
クリスタルムピーターマックス　ピノノワール2023,ワイン,,,,,南アフリカ,ウエスタンケープ,750,5845,6430 ,南アフリカ・ワイン格付け第一級生産者が醸すエントリーモデル,ミディアムボディ赤,
クリスタルム　ピーター・マックス　ピノ・ノワール,ワイン,,,,,南アフリカ,ウォーカーベイ,750,5845,6430 ,フレッシュでしっかりと感じられる酸、豊かなミネラル感　ミディアムボディ,ミディアム赤,
カンタラピエドラ　カンタヤノ　2018,ワイン,,,,,スペイン,カスティーリャ,750,2700,2970 ,青リンゴや白桃などの香り。塩味を感じる豊かなミネラル感の辛口のスタイル。,辛口白ワイン,
ウミネコ醸造　ＳＯＣＯ　ソコ　白,ワイン,,,,,スペイン,カナリヤ諸島,750,4045,4450 ,切りたてのりんごやレモンのような酸があり、塩気を帯びた味わいが魚介料理にぴったり。,辛口白ワイン,
ヴェントズ・ロウレイロ　ヴィーニョ・Ｖ,ワイン,,,,,ポルトガル,ヴィーニョ・ヴェルデ,750,1800,1980 ,ほのかに発泡を感じる口当たり。フレッシュな果実味と酸味。,微発泡白,
(ｳﾐﾈｺ)パソ・セニョランス　　　アルバリーニョ,ワイン,,,,,スペイン,ガリシア,750,3863,4249 ,清涼感のある高めの酸と塩味を感じるミネラル感の辛口。,辛口白ワイン,
(ｳﾐﾈｺ)フロントニオ　テレスコピコ・ガルナッチャ2020,ワイン,,,,,スペイン,アラゴン,750,4763,5239 ,フレッシュで高い酸味としっかりと感じられるミネラル感。,フルボディ赤,
旅路ロゼ　スパークリング　,ワイン,,,,,北海道,タキザワワイナリー,750,3000,3300 ,甘やかな果実や清涼感のあるハーブを思わせるアロマが感じられます。,旅路ロゼ,
ﾘｴｿﾞﾝ＞ターリー　エステート　ジンファンデル　2021,ワイン,,,,,アメリカ,カリフォルニア,750,9900,10890 ,ラズベリーと複雑味あるスパイスを効かせたケーキが感じられます。,フルボディ赤,
ココファーム　2020第二楽章,ワイン,,,,,栃木県,ココファーム,750,4180,4598 ,丸みのあるタンニンとフレッシュで伸びのあるやや高めの酸が特徴。,数量限定品,
ココファーム　2020　　　　　プティ・マンサン,ワイン,,,,,栃木県,ココファーム,750,3636,4000 ,蜂蜜やアプリコットの香り、豊富な酸味としっかり凝縮した風味。,数量限定品,
Ｃ・リエゾー　ビアンコ　　　ピノ・ネロ　２０２２,ワイン,,,,,長野県,カンティーナリエゾー,750,3900,4290 ,リンゴなどの果実に加え、スモーキーなニュアンスの香りが感じられます。,すっきり辛口,
ヴォータノワイン　              　　　　   カベルネフラン,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,5454,5999 ,"イチゴ,ベリーの果実香、タンニンと酸がバランスよく広がります。",遅摘み 樽熟辛口:13%,
ヴォータノワイン　　　　　　ケルナー,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,5000,5500 ,濃い黄金色で爽やかなミントのハーブ香、時間を経てハチミツ的甘香。,醸し発酵、樽熟:14%,
ヴォータノワイン　                   カベルネ・ソーヴィニヨン,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,5000,5500 ,シナモン・チョコレート等熟した果実香が口の中に広がります。,遅摘み 樽熟辛口:12%,
ヴォータノワイン　　　　　　シラー,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,5000,5500 ,スパイシーな果実香、酸と柔らかなタンニンのバランスがとてもよい。,樽熟辛口:12%,
ロワイエ　キュヴェ・ド　　　　　・レゼルヴ　ブリュット,ワイン,,,,,フランス,シャンパーニュ,750,6872,7559 ,主にフランス国内のレストランへの供給！果実の味を楽しめるシャンパーニュ。,辛口シャンパーニュ,
マリードゥメ　トラディションNV,ワイン,,,,,フランス,シャンパーニュ,750,6545,7200 ,若々しくもブラン・ド・ノワールらしい弾力のある口当たり！,ピノノワール100％,
シプリアンアルロー・　　　　モレサンドニ2022,ワイン,,,,,フランス,ブルゴーニュ,750,17718,19490 ,繊細で優しく、極めてエレガントな仕上がり！,透明感と艶,
ヴォータノワイン　　　　　　　　　　　メルロー,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,5454,5999 ,濃いガーネット色、カラメル&スミレ香と完熟した味が広がります。,遅摘み 樽熟辛口:13%,
ヴォータノワイン　メルローAi,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,4545,5000 ,スミレ、イチジク、酸と少しのタンニンがバランス良く ,樽熟辛口：13%,
ヴォータノワイン　                  ピノ・ノワール,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,5000,5500 ,イチゴ・海藻(ヨード)の甘香、口にピノの複雑な味が楽しめます。,樽熟ソフト辛口:13%,
ヴォータノワイン　                  セバ・ロッソ1,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,5454,5999 ,深い赤茶色、完熟した Merlot 果実によるスミレ香。,樽熟辛口:12%,
ヴォータノワイン　                  セバ・ロッソ2,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,5000,5500 ,ソフトさが少ないピノの味がが十分主張したチャーミングな仕上がりです。,樽熟辛口:12%,
ヴォータノワイン　                  セバローロ,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,9000,9900 ,深い赤茶色、完熟した新鮮な果実香、まだ若いタンニンと酸。,遅積み辛口:13%,
ヴォータノワイン　                  シャルドネ,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,5454,5999 ,柑橘系の果実香は十分な酸と甘味を、青リンゴの香りが広がります。,醸し発酵、樽熟:13%,
ヴォータノワイン　                  ソーヴィニョンブラン,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,5454,5999 ,ミント系ハーブの香り、酸味としっかりしたミネラルと甘味を表現。,醸し発酵、樽熟:13%,
ヴォータノワイン　カイ・ブラン,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,4545,5000 ,黄金色、ハーブの香りとミネラル感、酸の切れ味がよい仕上がり。,熟成辛口：11%,
ヴォータノワイン　                  セバ・ビアンコ,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,5454,5999 ,ハーブの香りとミネラル感Kerner と Sauvignon blanc のいいとこ取り,樽熟辛口:13%,
ヴォータノワイン　                  ブラン・メルロ,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,4090,4499 ,メルローの白仕込み版。色は淡いピンク、香りはメルローのスミレ香。,樽熟辛口:12%,
ペティッグ　ヴィーノ　プエプロ　カベルネソーヴィニョン,ワイン,,,,,チリ,マジェコヴァレー,750,3181,3499 ,果実味に引き締まった酸、上品で丸みのある柔らかい味わい。,数量限定品,
マルティン・ヴァイチュネル　ヴァイブズノイモ,ワイン,,,,,ドイツ,,750,3600,3960 ,マンゴーやダージリンの香りの印象が強く、フレッシュな酸味とミネラル感。,オレンジワイン,
ヴォータノワイン　セバロッソ,ワイン,,,,ヴォータノワイン,長野県,塩尻市,750,5454,5999 ,甘いカラメル＆スミレ香酸とタンニンが力強く果実甘が追いかける。,遅摘み樽熟,
C・リエゾー　ロッソ　アリアニコ2022,ワイン,,,,,長野県,高山村,750,4000,4400 ,細やかで豊富なタンニンやビターな余韻が心地よく続きます。,アリアニコ赤,
ﾀｰﾘｰﾜｲﾝｾﾗｰｽﾞ/ﾀｰﾘｰ ｼﾞﾝﾌｧﾝﾃﾞﾙ『ｼｭﾌﾞﾅｲﾙ』ｶﾘﾌｫﾙﾆｱ'23,ワイン,,,,,アメリカ,カリフォルニア,750,4954,5449 ,カリフォルニア屈指の　　　　　　　　　　　ジンファンデルの入門編！, Wine Spectatorで92点,
ターリー　デル・バルバ　　　　　ジンファンデル　2021,ワイン,,,,,アメリカ,カリフォルニア,750,7200,7920 ,きめ細かいタンニンで、いきいきとした味わいの魅力的なワインです。,フルボディ赤,
ﾌｨﾈｽ＞アンドレ・Ｖ　サンセール・レ・シャルム　W21,ワイン,,,,,ロワール,フランス,750,3800,4180 ,フルーティーな果実味とフレッシュで高い酸味、ミネラル感溢れる辛口スタイル。,辛口白ワイン,
ターリー　ベクソルド　　　　サンソーシラー2022,ワイン,,,,,アメリカ,カリフォルニア/ナパ,750,7500,8250 ,多くの専門家からも高く評価され、 最も尊敬されているワインメーカーの一つ,数量限定,
(TOMATE)アベル・メンドーサ・マルバシア2022,ワイン,,,,,スペイン,リオハ,750,6127,6740 ,リンゴ、桃、柑橘系の香り。しなやかな酸味ハーブ香が複雑味を増す。,辛口白ワイン,
(TOMATE)アベル・メンドーサ・トロンテス2022,ワイン,,,,,スペイン,リオハ,750,6127,6740 ,ジャスミンやハーブの香り、フレッシュな酸味とバランスの良い味わい。,辛口白ワイン,
アベル・メンドーサ　５Ｖ　2022,ワイン,,,,,スペイン,リオハ,750,7654,8419 ,すりおろしリンゴやオーク樽の香り。,スッキリ辛口,
アベル・メンドーサ･ﾌｪﾙﾒﾝﾀｰﾄﾞ･ｺﾝ･ﾋﾟｴﾚｽ　2022,ワイン,,,,,スペイン,リオハ,750,6127,6740 ,黒ぶどうを思い起こすチェリーの香り。,スッキリ辛口,
アビーズバインズ　ピノ＆ピノ　2022,ワイン,,,,アビーズバインズ,長野県,立科町,750,4000,4400 ,ピノ・ノワールとピノグリを醸し発酵、その後樽で仕込んだワインです。,ミディアム赤,
アビーズバインズ　ブラン　　エスポアール　2023,ワイン,,,,アビーズバインズ,長野県,立科町,750,3600,3960 ,混醸の良さである、ブドウが持つ品種特長とそのハーモニーが楽しめる。,辛口白ワイン,
アビーズバインズ　ピノグリ　24,ワイン,,,,アビーズ バインズ,長野県,立科町,750,4000,4400 ,ミネラル感、ふくよかなボディも活かした。チーズ生姜焼き味噌料理と,辛口白ワイン,
C・リエゾー　ロッソ　ウヴァッジョ2022,ワイン,,,,カンティーナリエゾー,長野県,高山村,750,4000,4400 ,温度変化による味わいをお楽しみいただけます。,メルロー、バルベーラ,
アンリジロー　エスプリ　　　　ナチュールG,ワイン,,,,,フランス,シャンパーニュ,750,10290,11319 ,ごく一部の愛好家にひっそりと愛されてきた“幻の”シャンパーニュ。,ピノノワール主体,
